date,server_id,environment,region,cpu_usage,memory_usage,disk_usage,network_in_mb,network_out_mb,requests_per_min,active_users,response_time_ms,error_rate_percent
2024-05-08,app-server-01,production,ap-south-1,35.47,44.84,43.42,124.77,114.75,817,210,249.58,0.59
2024-05-08,app-server-02,production,ap-south-1,34.58,45.2,40.67,142.96,103.96,959,200,241.61,0.64
2024-05-09,app-server-01,production,ap-south-1,28.07,47.12,42.12,147.64,110.72,818,187,264.12,0.51
2024-05-09,app-server-02,production,ap-south-1,29.45,46.5,40.84,127.96,103.13,885,190,242.21,0.46
2024-05-10,app-server-01,production,ap-south-1,32.2,42.88,44.52,117.82,113.42,729,201,250.93,0.6
2024-05-10,app-server-02,production,ap-south-1,34.25,44.42,41.54,135.77,113.56,837,210,239.73,0.5
2024-05-11,app-server-01,production,ap-south-1,30.52,47.45,44.7,150.84,108.9,802,186,245.25,0.53
2024-05-11,app-server-02,production,ap-south-1,35.01,45.76,46.41,132.74,118.45,933,203,230.61,0.4
2024-05-12,app-server-01,production,ap-south-1,29.39,43.5,43.01,128.22,96.31,763,203,233.44,0.57
2024-05-12,app-server-02,production,ap-south-1,31.71,48.44,43.7,125.04,108.39,861,190,258.71,0.63
2024-05-13,app-server-01,production,ap-south-1,35.66,45.61,46.26,148.02,106.81,870,183,243.37,0.54
2024-05-13,app-server-02,production,ap-south-1,34.57,47.85,43.54,151.55,104.51,887,204,248.44,0.58
2024-05-14,app-server-01,production,ap-south-1,34.56,44.79,44.39,148.13,114.81,828,194,253.0,0.45
2024-05-14,app-server-02,production,ap-south-1,35.21,45.41,42.62,121.95,106.48,851,181,242.51,0.52
2024-05-15,app-server-01,production,ap-south-1,32.73,42.78,40.36,137.98,119.55,759,176,237.7,0.55
2024-05-15,app-server-02,production,ap-south-1,37.21,49.31,43.87,129.14,109.95,943,218,248.46,0.61
2024-05-16,app-server-01,production,ap-south-1,35.06,42.49,46.69,141.92,98.43,852,188,250.26,0.44
2024-05-16,app-server-02,production,ap-south-1,29.58,46.77,45.19,141.16,113.07,808,155,237.2,0.35
2024-05-17,app-server-01,production,ap-south-1,30.8,43.79,41.67,129.35,107.99,1029,184,224.15,0.61
2024-05-17,app-server-02,production,ap-south-1,32.0,43.89,44.85,138.35,111.35,906,184,252.06,0.55
2024-05-18,app-server-01,production,ap-south-1,33.07,44.72,43.91,140.37,105.68,876,186,239.88,0.61
2024-05-18,app-server-02,production,ap-south-1,34.9,43.77,41.91,134.48,102.79,800,207,265.5,0.52
2024-05-19,app-server-01,production,ap-south-1,30.1,48.33,42.05,131.76,114.92,860,205,238.4,0.38
2024-05-19,app-server-02,production,ap-south-1,29.85,42.78,43.81,111.99,98.89,859,203,243.61,0.6
2024-05-20,app-server-01,production,ap-south-1,31.82,44.53,41.91,147.92,100.65,947,222,246.95,0.64
2024-05-20,app-server-02,production,ap-south-1,28.7,48.85,42.41,131.86,125.4,899,212,234.49,0.45
2024-05-21,app-server-01,production,ap-south-1,29.57,47.14,39.95,142.43,105.84,864,199,225.94,0.36
2024-05-21,app-server-02,production,ap-south-1,36.17,44.12,44.61,136.85,94.46,758,216,240.11,0.38
2024-05-22,app-server-01,production,ap-south-1,31.01,45.63,41.95,136.02,110.1,844,165,244.73,0.36
2024-05-22,app-server-02,production,ap-south-1,30.03,44.49,43.52,133.09,121.25,907,186,232.86,0.45
2024-05-23,app-server-01,production,ap-south-1,28.49,45.75,44.82,143.26,106.5,810,185,253.64,0.5
2024-05-23,app-server-02,production,ap-south-1,38.21,47.75,44.29,155.19,106.23,832,218,247.93,0.62
2024-05-24,app-server-01,production,ap-south-1,28.89,44.39,41.2,136.49,116.65,978,198,257.29,0.53
2024-05-24,app-server-02,production,ap-south-1,27.44,43.65,44.82,131.93,116.81,862,205,249.73,0.27
2024-05-25,app-server-01,production,ap-south-1,31.78,46.03,46.58,128.14,117.46,883,201,248.94,0.49
2024-05-25,app-server-02,production,ap-south-1,35.82,43.91,43.19,154.08,107.15,838,189,243.47,0.53
2024-05-26,app-server-01,production,ap-south-1,36.18,43.68,41.75,151.18,114.58,864,208,265.66,0.54
2024-05-26,app-server-02,production,ap-south-1,32.22,44.83,44.37,142.98,109.04,908,214,235.05,0.43
2024-05-27,app-server-01,production,ap-south-1,36.28,42.05,45.91,127.14,108.79,963,215,234.66,0.51
2024-05-27,app-server-02,production,ap-south-1,28.99,50.97,43.47,123.65,105.7,845,187,246.37,0.53
2024-05-28,app-server-01,production,ap-south-1,29.06,48.24,45.99,146.2,108.91,858,208,241.93,0.43
2024-05-28,app-server-02,production,ap-south-1,34.41,48.26,47.1,124.07,97.76,876,203,241.56,0.59
2024-05-29,app-server-01,production,ap-south-1,39.12,46.1,44.34,150.58,99.89,906,195,249.94,0.54
2024-05-29,app-server-02,production,ap-south-1,31.32,43.87,43.35,130.21,107.78,823,205,231.39,0.55
2024-05-30,app-server-01,production,ap-south-1,31.1,45.67,46.36,138.84,108.77,887,208,245.93,0.63
2024-05-30,app-server-02,production,ap-south-1,30.24,46.93,44.08,143.89,108.73,826,191,252.94,0.51
2024-05-31,app-server-01,production,ap-south-1,35.04,46.69,45.39,134.68,109.31,876,204,245.4,0.63
2024-05-31,app-server-02,production,ap-south-1,30.58,43.11,41.77,141.04,124.29,962,217,240.41,0.53
2024-06-01,app-server-01,production,ap-south-1,30.81,43.39,44.11,148.6,125.33,790,201,240.08,0.64
2024-06-01,app-server-02,production,ap-south-1,33.69,45.22,43.97,130.97,107.7,820,195,251.07,0.69
2024-06-02,app-server-01,production,ap-south-1,39.28,47.75,41.14,136.43,125.31,927,209,243.23,0.58
2024-06-02,app-server-02,production,ap-south-1,28.29,49.05,43.11,138.78,117.23,824,182,230.11,0.53
2024-06-03,app-server-01,production,ap-south-1,29.81,45.02,48.69,148.1,106.9,915,196,235.65,0.44
2024-06-03,app-server-02,production,ap-south-1,36.27,45.86,42.03,141.89,110.52,966,198,257.34,0.73
2024-06-04,app-server-01,production,ap-south-1,34.54,48.03,45.4,149.44,102.35,829,202,270.71,0.53
2024-06-04,app-server-02,production,ap-south-1,35.72,49.54,45.45,134.34,111.21,898,196,258.85,0.78
2024-06-05,app-server-01,production,ap-south-1,29.01,41.41,48.44,130.6,110.63,977,203,244.63,0.49
2024-06-05,app-server-02,production,ap-south-1,35.04,46.14,46.57,139.38,109.19,945,218,231.74,0.43
2024-06-06,app-server-01,production,ap-south-1,36.79,45.04,44.21,143.81,98.75,835,209,249.54,0.52
2024-06-06,app-server-02,production,ap-south-1,23.92,47.46,45.18,144.03,102.78,859,206,227.38,0.55
2024-06-07,app-server-01,production,ap-south-1,29.98,47.75,42.89,132.37,103.09,846,218,241.16,0.48
2024-06-07,app-server-02,production,ap-south-1,28.51,47.48,44.81,164.12,102.76,949,206,244.05,0.68
2024-06-08,app-server-01,production,ap-south-1,31.15,46.6,48.0,145.19,107.48,920,185,247.11,0.29
2024-06-08,app-server-02,production,ap-south-1,35.5,45.93,45.53,145.36,116.27,824,228,239.54,0.57
2024-06-09,app-server-01,production,ap-south-1,34.8,45.65,44.63,132.57,113.68,930,204,267.37,0.53
2024-06-09,app-server-02,production,ap-south-1,30.9,50.47,42.76,138.64,109.02,860,173,249.81,0.46
2024-06-10,app-server-01,production,ap-south-1,27.88,49.74,44.02,140.27,116.37,990,234,250.34,0.34
2024-06-10,app-server-02,production,ap-south-1,30.85,47.46,44.96,141.47,106.19,980,217,261.08,0.53
2024-06-11,app-server-01,production,ap-south-1,30.11,46.36,47.46,130.02,106.08,926,200,227.44,0.56
2024-06-11,app-server-02,production,ap-south-1,29.47,44.84,43.61,136.99,125.73,855,228,248.21,0.58
2024-06-12,app-server-01,production,ap-south-1,30.34,49.95,43.44,139.24,112.38,823,227,235.12,0.51
2024-06-12,app-server-02,production,ap-south-1,29.9,46.42,43.77,122.94,107.83,898,193,247.75,0.39
2024-06-13,app-server-01,production,ap-south-1,35.56,44.68,44.49,143.03,118.27,785,203,255.83,0.34
2024-06-13,app-server-02,production,ap-south-1,29.91,44.15,41.61,149.01,103.94,925,200,226.43,0.51
2024-06-14,app-server-01,production,ap-south-1,29.05,48.65,44.82,154.46,120.31,976,190,226.06,0.52
2024-06-14,app-server-02,production,ap-south-1,29.98,48.28,43.59,150.96,123.46,907,217,234.52,0.61
2024-06-15,app-server-01,production,ap-south-1,36.19,44.92,41.97,146.48,104.68,906,241,266.89,0.57
2024-06-15,app-server-02,production,ap-south-1,36.93,45.37,44.73,145.82,102.55,914,192,244.1,0.4
2024-06-16,app-server-01,production,ap-south-1,31.98,41.05,46.62,124.79,95.28,917,220,251.39,0.56
2024-06-16,app-server-02,production,ap-south-1,32.24,46.25,43.2,145.01,105.34,954,196,252.17,0.49
2024-06-17,app-server-01,production,ap-south-1,34.6,49.28,46.86,136.44,107.79,833,184,249.05,0.46
2024-06-17,app-server-02,production,ap-south-1,34.76,44.46,48.81,151.6,116.24,847,218,241.37,0.57
2024-06-18,app-server-01,production,ap-south-1,35.32,48.61,43.6,124.34,122.61,834,201,262.07,0.41
2024-06-18,app-server-02,production,ap-south-1,32.37,43.56,48.87,133.88,112.46,807,228,238.73,0.66
2024-06-19,app-server-01,production,ap-south-1,38.32,48.82,47.89,129.6,111.51,862,242,262.67,0.49
2024-06-19,app-server-02,production,ap-south-1,32.09,44.74,45.65,118.33,104.82,901,204,233.23,0.54
2024-06-20,app-server-01,production,ap-south-1,38.18,47.63,48.18,137.54,107.74,936,191,248.0,0.54
2024-06-20,app-server-02,production,ap-south-1,33.43,45.19,46.25,138.88,113.25,846,203,249.97,0.49
2024-06-21,app-server-01,production,ap-south-1,35.9,46.31,46.01,125.58,113.32,889,194,242.48,0.66
2024-06-21,app-server-02,production,ap-south-1,29.82,47.21,46.49,150.26,96.47,927,211,245.89,0.63
2024-06-22,app-server-01,production,ap-south-1,34.21,46.38,46.55,136.23,124.39,795,210,244.6,0.55
2024-06-22,app-server-02,production,ap-south-1,32.08,47.62,43.98,152.78,127.22,950,217,245.71,0.57
2024-06-23,app-server-01,production,ap-south-1,34.79,49.08,43.28,140.35,98.39,886,209,254.4,0.4
2024-06-23,app-server-02,production,ap-south-1,35.59,47.94,45.64,166.68,119.73,987,197,250.23,0.63
2024-06-24,app-server-01,production,ap-south-1,36.9,44.43,44.03,158.22,124.88,881,213,235.36,0.52
2024-06-24,app-server-02,production,ap-south-1,35.33,49.12,42.33,136.05,108.39,840,226,244.21,0.49
2024-06-25,app-server-01,production,ap-south-1,35.56,48.92,44.65,141.63,114.97,790,205,273.3,0.35
2024-06-25,app-server-02,production,ap-south-1,40.63,51.14,45.33,128.55,113.16,956,212,253.69,0.65
2024-06-26,app-server-01,production,ap-south-1,34.68,47.06,44.41,148.45,109.48,891,193,237.18,0.62
2024-06-26,app-server-02,production,ap-south-1,33.51,45.49,50.2,127.05,110.67,893,212,238.88,0.57
2024-06-27,app-server-01,production,ap-south-1,32.66,46.92,46.47,148.39,108.52,937,176,246.52,0.67
2024-06-27,app-server-02,production,ap-south-1,34.29,47.3,43.59,148.23,114.72,805,214,251.93,0.64
2024-06-28,app-server-01,production,ap-south-1,33.09,41.3,46.77,147.47,101.43,920,198,237.67,0.49
2024-06-28,app-server-02,production,ap-south-1,34.24,48.67,41.31,138.75,114.43,1017,228,252.55,0.46
2024-06-29,app-server-01,production,ap-south-1,33.88,50.09,48.15,154.42,122.69,862,206,265.12,0.77
2024-06-29,app-server-02,production,ap-south-1,32.1,45.14,44.33,116.03,118.86,927,180,246.69,0.64
2024-06-30,app-server-01,production,ap-south-1,32.51,48.69,45.7,140.94,121.47,833,210,257.21,0.7
2024-06-30,app-server-02,production,ap-south-1,34.46,47.27,45.72,142.45,98.65,984,200,252.03,0.49
2024-07-01,app-server-01,production,ap-south-1,33.67,44.96,45.74,148.42,114.24,869,197,245.7,0.5
2024-07-01,app-server-02,production,ap-south-1,33.64,43.61,48.08,151.69,113.08,999,218,258.95,0.48
2024-07-02,app-server-01,production,ap-south-1,34.99,48.83,46.27,127.49,108.85,940,235,247.08,0.51
2024-07-02,app-server-02,production,ap-south-1,34.25,46.05,45.51,137.49,121.87,919,216,245.45,0.47
2024-07-03,app-server-01,production,ap-south-1,33.42,48.4,44.88,139.29,112.01,986,197,248.97,0.48
2024-07-03,app-server-02,production,ap-south-1,28.16,48.68,45.29,149.91,104.71,849,225,239.4,0.46
2024-07-04,app-server-01,production,ap-south-1,36.92,48.65,46.6,137.37,102.86,1010,237,242.42,0.47
2024-07-04,app-server-02,production,ap-south-1,31.36,49.93,46.13,138.7,121.72,910,221,248.21,0.49
2024-07-05,app-server-01,production,ap-south-1,36.11,50.28,45.76,141.94,121.49,975,233,239.45,0.42
2024-07-05,app-server-02,production,ap-south-1,30.19,49.78,48.22,122.4,116.13,936,208,253.71,0.65
2024-07-06,app-server-01,production,ap-south-1,35.44,47.4,43.56,150.92,123.26,867,218,257.43,0.46
2024-07-06,app-server-02,production,ap-south-1,37.83,49.04,48.37,131.68,115.9,879,208,246.82,0.41
2024-07-07,app-server-01,production,ap-south-1,36.06,48.34,47.41,150.58,121.02,955,193,245.85,0.57
2024-07-07,app-server-02,production,ap-south-1,33.81,48.48,48.02,167.95,112.32,981,223,258.63,0.58
2024-07-08,app-server-01,production,ap-south-1,38.03,41.86,42.33,151.41,119.04,939,227,264.42,0.53
2024-07-08,app-server-02,production,ap-south-1,33.72,48.87,45.58,144.22,112.03,935,233,263.37,0.45
2024-07-09,app-server-01,production,ap-south-1,34.41,45.94,48.46,155.31,130.51,945,206,245.91,0.7
2024-07-09,app-server-02,production,ap-south-1,32.43,48.54,49.68,156.86,109.01,820,200,254.43,0.57
2024-07-10,app-server-01,production,ap-south-1,39.92,52.22,45.91,138.38,118.81,970,240,272.8,0.44
2024-07-10,app-server-02,production,ap-south-1,36.09,46.68,46.39,144.93,114.13,994,234,259.98,0.55
2024-07-11,app-server-01,production,ap-south-1,28.66,48.43,44.51,150.32,117.27,936,207,248.37,0.42
2024-07-11,app-server-02,production,ap-south-1,38.46,44.52,49.61,151.37,131.64,922,202,249.76,0.53
2024-07-12,app-server-01,production,ap-south-1,33.62,49.76,47.13,138.84,108.67,879,197,244.95,0.47
2024-07-12,app-server-02,production,ap-south-1,33.49,48.35,46.21,138.15,100.21,931,217,256.85,0.46
2024-07-13,app-server-01,production,ap-south-1,33.38,50.58,46.65,136.48,126.85,989,226,244.33,0.51
2024-07-13,app-server-02,production,ap-south-1,35.08,45.56,45.3,142.33,116.28,851,258,264.67,0.58
2024-07-14,app-server-01,production,ap-south-1,33.42,49.39,46.24,153.45,112.32,1016,185,232.74,0.48
2024-07-14,app-server-02,production,ap-south-1,37.99,48.54,48.72,155.6,121.39,944,216,247.26,0.68
2024-07-15,app-server-01,production,ap-south-1,34.15,46.15,44.62,138.12,111.81,948,211,242.92,0.59
2024-07-15,app-server-02,production,ap-south-1,33.91,50.89,46.75,129.25,125.51,1014,224,246.4,0.54
2024-07-16,app-server-01,production,ap-south-1,36.78,45.95,47.42,152.19,111.18,952,237,249.18,0.6
2024-07-16,app-server-02,production,ap-south-1,37.84,52.02,44.56,148.97,124.16,916,243,235.41,0.65
2024-07-17,app-server-01,production,ap-south-1,31.39,50.38,48.36,138.7,111.45,934,232,231.0,0.55
2024-07-17,app-server-02,production,ap-south-1,39.2,48.72,49.15,144.67,110.85,978,209,250.4,0.54
2024-07-18,app-server-01,production,ap-south-1,38.91,48.3,45.9,137.23,98.18,983,258,233.42,0.6
2024-07-18,app-server-02,production,ap-south-1,35.46,46.72,45.59,151.71,116.5,921,220,230.23,0.45
2024-07-19,app-server-01,production,ap-south-1,35.54,52.22,46.97,126.49,112.22,963,203,239.36,0.52
2024-07-19,app-server-02,production,ap-south-1,36.93,47.01,47.64,155.87,117.07,943,216,247.0,0.6
2024-07-20,app-server-01,production,ap-south-1,30.17,45.58,46.77,142.31,109.79,925,232,239.63,0.47
2024-07-20,app-server-02,production,ap-south-1,32.65,45.1,48.88,131.3,121.3,918,223,237.46,0.49
2024-07-21,app-server-01,production,ap-south-1,35.81,47.7,47.24,146.83,124.02,1014,234,256.71,0.52
2024-07-21,app-server-02,production,ap-south-1,30.44,47.31,47.56,149.86,125.53,898,222,257.35,0.24
2024-07-22,app-server-01,production,ap-south-1,31.5,48.2,46.45,156.36,109.2,1023,245,235.31,0.5
2024-07-22,app-server-02,production,ap-south-1,31.96,49.93,49.47,159.49,119.02,1008,245,233.99,0.65
2024-07-23,app-server-01,production,ap-south-1,36.16,49.74,47.21,148.12,116.78,1033,236,248.26,0.47
2024-07-23,app-server-02,production,ap-south-1,39.33,47.48,46.31,135.71,115.49,876,218,250.68,0.52
2024-07-24,app-server-01,production,ap-south-1,34.97,47.72,46.81,145.58,104.43,882,213,252.97,0.51
2024-07-24,app-server-02,production,ap-south-1,34.34,51.02,46.33,153.87,112.76,942,211,234.11,0.58
2024-07-25,app-server-01,production,ap-south-1,40.45,50.4,48.33,129.22,114.63,994,240,243.68,0.49
2024-07-25,app-server-02,production,ap-south-1,33.48,49.18,48.76,138.12,105.62,913,207,234.19,0.63
2024-07-26,app-server-01,production,ap-south-1,32.29,45.18,50.07,167.09,125.64,950,223,220.36,0.49
2024-07-26,app-server-02,production,ap-south-1,34.49,46.62,48.82,169.64,107.59,993,240,250.71,0.42
2024-07-27,app-server-01,production,ap-south-1,33.58,49.83,47.67,147.83,118.1,894,243,241.91,0.49
2024-07-27,app-server-02,production,ap-south-1,35.48,48.14,46.59,140.6,125.94,863,250,265.87,0.56
2024-07-28,app-server-01,production,ap-south-1,37.77,51.28,44.37,150.81,105.45,955,228,254.34,0.56
2024-07-28,app-server-02,production,ap-south-1,35.15,47.05,49.99,137.12,117.57,778,218,253.43,0.36
2024-07-29,app-server-01,production,ap-south-1,29.3,48.07,47.12,121.38,128.72,987,260,259.21,0.49
2024-07-29,app-server-02,production,ap-south-1,35.76,45.77,47.98,131.76,102.83,927,242,259.26,0.54
2024-07-30,app-server-01,production,ap-south-1,37.27,47.53,52.05,143.25,135.23,1035,213,232.16,0.72
2024-07-30,app-server-02,production,ap-south-1,30.86,47.56,46.2,136.15,111.82,961,204,246.1,0.7
2024-07-31,app-server-01,production,ap-south-1,38.2,46.9,47.32,133.52,110.72,885,234,253.07,0.38
2024-07-31,app-server-02,production,ap-south-1,35.1,46.06,46.53,160.84,119.12,954,189,247.3,0.6
2024-08-01,app-server-01,production,ap-south-1,32.19,48.54,49.06,155.53,119.94,976,211,245.23,0.59
2024-08-01,app-server-02,production,ap-south-1,34.97,52.32,46.56,132.59,122.56,978,218,252.09,0.54
2024-08-02,app-server-01,production,ap-south-1,34.75,51.64,47.97,148.55,108.66,978,201,240.54,0.56
2024-08-02,app-server-02,production,ap-south-1,32.32,45.78,47.68,165.66,115.98,861,245,226.35,0.44
2024-08-03,app-server-01,production,ap-south-1,31.28,49.39,48.48,136.1,127.15,933,212,241.63,0.58
2024-08-03,app-server-02,production,ap-south-1,36.75,48.86,46.67,146.65,117.71,907,217,239.75,0.56
2024-08-04,app-server-01,production,ap-south-1,34.4,46.76,49.98,128.02,125.01,955,212,249.59,0.46
2024-08-04,app-server-02,production,ap-south-1,37.5,44.32,43.84,136.22,119.67,1048,230,249.2,0.52
2024-08-05,app-server-01,production,ap-south-1,34.14,47.39,47.85,147.86,127.61,987,243,250.47,0.51
2024-08-05,app-server-02,production,ap-south-1,33.69,48.45,41.64,142.11,108.66,924,223,240.97,0.59
2024-08-06,app-server-01,production,ap-south-1,34.89,52.11,46.16,168.45,118.48,977,208,250.39,0.66
2024-08-06,app-server-02,production,ap-south-1,39.64,51.05,46.0,160.23,107.65,960,235,268.67,0.67
2024-08-07,app-server-01,production,ap-south-1,41.65,49.61,49.42,154.63,115.48,893,213,254.39,0.55
2024-08-07,app-server-02,production,ap-south-1,36.77,48.49,48.63,132.35,119.36,989,232,256.27,0.58
2024-08-08,app-server-01,production,ap-south-1,35.97,49.17,46.92,152.79,116.98,963,225,240.79,0.51
2024-08-08,app-server-02,production,ap-south-1,33.79,52.27,48.25,136.66,117.53,957,212,242.3,0.54
2024-08-09,app-server-01,production,ap-south-1,34.4,50.47,47.43,122.24,114.44,971,255,255.45,0.49
2024-08-09,app-server-02,production,ap-south-1,32.23,49.07,47.3,122.41,123.47,949,201,249.16,0.48
2024-08-10,app-server-01,production,ap-south-1,38.67,50.25,49.22,147.9,111.85,1047,220,254.24,0.37
2024-08-10,app-server-02,production,ap-south-1,37.03,45.81,45.98,151.56,107.02,994,235,235.17,0.68
2024-08-11,app-server-01,production,ap-south-1,36.12,46.28,50.08,151.35,115.1,1028,251,252.07,0.52
2024-08-11,app-server-02,production,ap-south-1,36.47,49.97,50.62,140.54,104.84,886,242,238.99,0.56
2024-08-12,app-server-01,production,ap-south-1,38.48,47.94,47.25,135.36,122.93,844,232,248.31,0.75
2024-08-12,app-server-02,production,ap-south-1,40.38,47.81,49.12,143.14,111.81,808,216,255.13,0.56
2024-08-13,app-server-01,production,ap-south-1,37.37,49.72,53.16,147.52,112.53,944,183,251.17,0.45
2024-08-13,app-server-02,production,ap-south-1,36.94,47.68,46.74,137.93,127.23,978,223,250.51,0.53
2024-08-14,app-server-01,production,ap-south-1,37.58,50.4,47.06,142.14,131.72,959,268,247.81,0.49
2024-08-14,app-server-02,production,ap-south-1,36.9,45.5,48.82,154.92,130.65,975,219,245.13,0.4
2024-08-15,app-server-01,production,ap-south-1,33.68,49.58,47.69,135.63,125.15,865,236,248.43,0.57
2024-08-15,app-server-02,production,ap-south-1,36.69,49.91,49.91,150.21,121.22,951,225,236.75,0.6
2024-08-16,app-server-01,production,ap-south-1,34.86,50.51,47.94,149.78,120.3,898,232,242.85,0.57
2024-08-16,app-server-02,production,ap-south-1,37.76,50.61,51.59,139.86,123.06,1020,235,237.09,0.43
2024-08-17,app-server-01,production,ap-south-1,32.28,47.88,51.11,150.0,106.47,912,233,245.86,0.6
2024-08-17,app-server-02,production,ap-south-1,32.21,48.36,49.83,163.8,102.01,951,226,234.59,0.61
2024-08-18,app-server-01,production,ap-south-1,36.18,47.02,47.56,145.42,117.99,912,225,238.11,0.37
2024-08-18,app-server-02,production,ap-south-1,37.58,49.99,51.24,147.85,120.56,913,237,250.42,0.52
2024-08-19,app-server-01,production,ap-south-1,34.14,49.72,47.59,151.61,121.38,982,227,226.24,0.5
2024-08-19,app-server-02,production,ap-south-1,39.86,48.47,51.64,132.65,114.07,981,242,266.94,0.47
2024-08-20,app-server-01,production,ap-south-1,32.32,51.05,49.36,149.87,129.55,1054,219,245.44,0.61
2024-08-20,app-server-02,production,ap-south-1,39.3,47.14,48.23,137.36,105.37,967,238,248.94,0.48
2024-08-21,app-server-01,production,ap-south-1,34.9,50.94,49.44,143.21,104.51,1052,222,249.58,0.35
2024-08-21,app-server-02,production,ap-south-1,34.82,44.94,48.4,141.82,111.27,1018,234,232.61,0.47
2024-08-22,app-server-01,production,ap-south-1,34.42,52.9,47.36,149.74,112.24,1078,241,237.09,0.46
2024-08-22,app-server-02,production,ap-south-1,37.59,49.94,48.08,151.47,103.57,922,220,245.87,0.5
2024-08-23,app-server-01,production,ap-south-1,35.29,47.17,49.07,159.81,117.29,945,221,237.9,0.63
2024-08-23,app-server-02,production,ap-south-1,39.01,47.25,48.16,139.97,124.55,898,228,241.82,0.69
2024-08-24,app-server-01,production,ap-south-1,36.39,46.32,49.55,149.05,123.68,991,226,242.53,0.45
2024-08-24,app-server-02,production,ap-south-1,38.91,49.94,46.48,164.28,128.75,961,200,235.29,0.71
2024-08-25,app-server-01,production,ap-south-1,32.66,46.23,44.76,133.46,125.77,957,245,244.31,0.55
2024-08-25,app-server-02,production,ap-south-1,35.41,49.83,50.79,153.94,111.47,1085,252,255.77,0.6
2024-08-26,app-server-01,production,ap-south-1,39.22,49.55,49.19,158.07,114.45,975,275,251.77,0.69
2024-08-26,app-server-02,production,ap-south-1,37.48,48.24,51.84,160.74,117.11,998,250,250.18,0.55
2024-08-27,app-server-01,production,ap-south-1,36.41,45.47,50.92,142.64,117.63,1023,230,248.7,0.77
2024-08-27,app-server-02,production,ap-south-1,34.01,47.21,48.23,152.55,116.89,1029,236,249.59,0.51
2024-08-28,app-server-01,production,ap-south-1,41.17,49.54,52.0,144.85,116.28,1028,234,257.06,0.65
2024-08-28,app-server-02,production,ap-south-1,42.7,46.84,53.78,158.82,101.18,808,243,272.86,0.54
2024-08-29,app-server-01,production,ap-south-1,35.36,49.63,44.54,134.63,121.0,980,235,253.54,0.49
2024-08-29,app-server-02,production,ap-south-1,38.21,50.41,48.8,150.37,128.35,1038,255,260.29,0.74
2024-08-30,app-server-01,production,ap-south-1,29.2,49.77,50.63,149.29,116.74,992,235,252.5,0.38
2024-08-30,app-server-02,production,ap-south-1,38.28,50.84,50.37,149.61,122.46,949,219,256.03,0.74
2024-08-31,app-server-01,production,ap-south-1,34.59,49.35,50.12,142.67,127.32,909,236,238.57,0.62
2024-08-31,app-server-02,production,ap-south-1,38.1,48.08,49.25,145.78,127.87,952,221,230.77,0.58
2024-09-01,app-server-01,production,ap-south-1,37.19,46.14,51.87,160.13,121.18,968,247,250.45,0.57
2024-09-01,app-server-02,production,ap-south-1,33.06,46.87,52.58,153.26,111.49,984,233,259.14,0.44
2024-09-02,app-server-01,production,ap-south-1,35.56,48.53,51.08,169.1,118.03,959,206,248.4,0.47
2024-09-02,app-server-02,production,ap-south-1,40.17,51.35,50.6,134.46,118.22,1030,231,278.5,0.58
2024-09-03,app-server-01,production,ap-south-1,38.88,47.81,50.44,149.65,121.55,1009,220,244.96,0.6
2024-09-03,app-server-02,production,ap-south-1,30.3,47.91,50.38,152.46,126.23,963,241,236.08,0.65
2024-09-04,app-server-01,production,ap-south-1,36.51,52.8,46.65,156.83,116.33,942,231,237.83,0.62
2024-09-04,app-server-02,production,ap-south-1,40.96,47.25,47.28,148.9,130.63,900,231,250.51,0.68
2024-09-05,app-server-01,production,ap-south-1,36.24,48.84,50.14,145.44,117.36,1021,227,245.72,0.38
2024-09-05,app-server-02,production,ap-south-1,40.58,51.02,49.4,162.28,134.35,997,251,230.92,0.72
2024-09-06,app-server-01,production,ap-south-1,34.86,47.93,51.24,151.68,114.69,967,225,245.86,0.57
2024-09-06,app-server-02,production,ap-south-1,34.9,49.4,47.54,156.45,102.6,1085,243,239.15,0.53
2024-09-07,app-server-01,production,ap-south-1,40.36,47.46,49.23,143.61,121.99,1020,230,267.6,0.58
2024-09-07,app-server-02,production,ap-south-1,41.08,49.38,47.56,127.15,117.62,917,247,249.84,0.42
2024-09-08,app-server-01,production,ap-south-1,38.92,49.79,49.65,160.72,133.8,1021,227,265.57,0.51
2024-09-08,app-server-02,production,ap-south-1,41.79,48.46,51.08,147.37,110.74,1018,216,256.17,0.73
2024-09-09,app-server-01,production,ap-south-1,39.12,49.28,49.43,158.77,112.37,1106,218,260.12,0.47
2024-09-09,app-server-02,production,ap-south-1,36.15,47.44,48.97,142.2,121.5,961,215,248.48,0.73
2024-09-10,app-server-01,production,ap-south-1,39.32,48.35,48.85,154.37,126.88,997,240,268.79,0.61
2024-09-10,app-server-02,production,ap-south-1,38.37,53.39,54.24,157.55,137.03,1004,250,241.45,0.58
2024-09-11,app-server-01,production,ap-south-1,37.25,50.48,50.98,136.08,128.85,1039,260,247.99,0.3
2024-09-11,app-server-02,production,ap-south-1,41.21,45.89,50.03,154.47,117.63,1054,251,252.43,0.53
2024-09-12,app-server-01,production,ap-south-1,36.76,51.07,47.58,154.77,120.02,1070,243,257.74,0.54
2024-09-12,app-server-02,production,ap-south-1,37.69,53.1,45.26,171.33,113.32,1037,245,251.52,0.59
2024-09-13,app-server-01,production,ap-south-1,42.52,52.2,48.84,147.78,113.85,1033,222,253.23,0.44
